; 3390;  860;180;R1 
;  800; 1220;  0;R2 
;  800; 1100;  0;R3 
;  800;  980;  0;R4 
;  800;  860;  0;R5 
; 3390; 1100;180;R6 
; 3390; 1220;180;R7 
; 1620;  330;  0;R8 
; 1620;  450;  0;R9 
; 3390;  980;180;R10 
10k; 1620;  570;180;R11
